area,seniority,title,company,source,location,workplace_type,published_date,url,skills,area_score,area_matches,search_term,external_id,description
Outros/TI Geral,Estágio,Estagiário/a de Tecnologia da Informação (Atuação em Obras),Odebrecht Engenharia & Construção,linkedin,"Recife, PE",Não informado,2026-07-28,https://br.linkedin.com/jobs/view/estagi%C3%A1rio-a-de-tecnologia-da-informa%C3%A7%C3%A3o-atua%C3%A7%C3%A3o-em-obras-at-odebrecht-engenharia-constru%C3%A7%C3%A3o-4431938457,,0.0,,estagio ti,4431938457,
Outros/TI Geral,Estágio,"Estágio (Engenharia da Computação, Análise e Desenvolvimento de Sistemas, TI Ou Sistemas de Informação)",Confidencial,vagas,Brasília / DF A empresa aceita candidaturas de Brasília e cidades próximas,Não informado,16/07/2026,https://www.vagas.com.br/vagas/v2825887/estagio-engenharia-da-computacao-analise-e-desenvolvimento-de-sistemas-ti-ou-sistemas-de-informacao,Inglês,0.0,,estagio desenvolvimento,2825887,"Descrição: Atividades:Elaborar documentação técnica;Ajustar e atualizar dados de clientes;Prestar suporte em reuniões;Compilar dados de relatórios técnicos. Formação: - Graduação em andamento: Engenharia da Computação, Análise e Desenvolvimento de Sistemas, Sistemas de Informação ou Tecnologia da Informação.Diferencial: - Cursos e Especializações na área de conhecimento;- Inglês e Espanhol.Outr..."
Outros/TI Geral,Estágio,Estágio - Análise e Desenvolvimento de Sistemas,JumperFour,linkedin,"São Paulo, SP",Não informado,2026-06-16,https://br.linkedin.com/jobs/view/est%C3%A1gio-an%C3%A1lise-e-desenvolvimento-de-sistemas-at-jumperfour-4429183362,,0.0,,estagio desenvolvimento,4429183362,
Outros/TI Geral,Estágio,Estágio - Ciência da Computação,Netcon Americas Brasil,linkedin,"Recife, PE",Não informado,2026-07-30,https://br.linkedin.com/jobs/view/est%C3%A1gio-ci%C3%AAncia-da-computa%C3%A7%C3%A3o-at-netcon-americas-brasil-4445063112,,0.0,,estagio tecnologia,4445063112,
Outros/TI Geral,Estágio,Estágio - Desenvolvimento de Software [Curitiba],Contego Security,linkedin,Brasil,Não informado,2026-06-24,https://br.linkedin.com/jobs/view/est%C3%A1gio-desenvolvimento-de-software-curitiba-at-contego-security-4432483702,,0.0,,estagio desenvolvimento,4432483702,
Outros/TI Geral,Estágio,Estágio - Superior em Ciência da Computação / Análise e Desenvolvimento de Sistemas,IEL VAGAS PE,linkedin,"Recife, PE",Não informado,2026-07-13,https://br.linkedin.com/jobs/view/est%C3%A1gio-superior-em-ci%C3%AAncia-da-computa%C3%A7%C3%A3o-an%C3%A1lise-e-desenvolvimento-de-sistemas-at-iel-vagas-pe-4439445353,,0.0,,estagio ti,4439445353,
Outros/TI Geral,Estágio,Estágio - TI,KEYENCE Brasil,linkedin,"São Paulo, SP",Não informado,2026-07-20,https://br.linkedin.com/jobs/view/est%C3%A1gio-ti-at-keyence-brasil-4439872454,,0.0,,estagio ti,4439872454,
Outros/TI Geral,Estágio,"Estágio - Tecnologia da Informação (Anápolis, GO)",Araguaia,gupy,"Anápolis, Goiás",Presencial,2026-06-16,https://araguaia.gupy.io/job/eyJqb2JJZCI6MTE0ODQ1NjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,SAP,0.0,,estagio tecnologia,11484560,"Há mais de 48 anos, a Araguaia é uma empresa que se compromete a aumentar a produção de alimentos de forma sustentável e se tornar a primeira opção de empresa provedora no agronegócio brasileiro, produzindo e distribuindo insumos e serviços inovadores com 7 fábricas de fertilizantes, 1 fábrica de nutrição animal, 1 unidade de beneficiamento de sementes e mais de 60 lojas posicionadas estrategicamente nos estados do Distrito Federal, Goiás, Mato Grosso, Minas Gerais, Pará, Paraná, Rondônia e Toca"
Outros/TI Geral,Estágio,Estágio Administrativo em TI,Liderança Capitalização,gupy,"Osasco, São Paulo",Presencial,2026-06-26,https://lidercap.gupy.io/job/eyJqb2JJZCI6MTE1NTU0NjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,Excel,0.0,,estagio ti,11555467,"Transforme seu aprendizado em experiência e venha construir sua carreira em Tecnologia!Se você é organizado(a), gosta de desafios e quer entender como funciona a gestão de uma área de TI, essa oportunidade é para você!Estamos em busca de um(a) Estagiário(a) Administrativo(a) de TI para apoiar nosso time de Infraestrutura e participar de projetos, processos e iniciativas que contribuem para a evolução do time.🚀 Venha crescer com a gente!#Estágio #Tecnologia #TI #Infraestrutura #GestãoDeInfra #Car"
Outros/TI Geral,Estágio,Estágio Desenvolvedor,Signo Tech,linkedin,"Curitiba, PR",Não informado,2026-06-23,https://br.linkedin.com/jobs/view/est%C3%A1gio-desenvolvedor-at-signo-tech-4432463496,,0.0,,estagio desenvolvimento,4432463496,
Outros/TI Geral,Estágio,Estágio Desenvolvimento - Porto Alegre - Cadastre-Se para a Vaga,ZANC Assessoria Nacional de Cobrança,linkedin,"Porto Alegre, RS",Não informado,2026-08-02,https://br.linkedin.com/jobs/view/est%C3%A1gio-desenvolvimento-porto-alegre-cadastre-se-para-a-vaga-at-zanc-assessoria-nacional-de-cobran%C3%A7a-4445832997,,0.0,,estagio ti,4445832997,
Outros/TI Geral,Estágio,Estágio Ict (TI),Stellantis Saúde,vagas,Betim / MG A empresa aceita candidaturas de qualquer cidade do Brasil,Não informado,13/07/2026,https://www.vagas.com.br/vagas/v2825182/estagio-ict-ti,,0.0,,estagio desenvolvimento,2825182,"Descrição: ATIVIDADES:- Emitir requisições de compras para pagamento dos fornecedores de TI , bem como acompanhamento de SLA dos serviços contratados.- Acompanhamento de contratos com fornecedores de TI"
Outros/TI Geral,Estágio,Estágio TI,LocExpress,linkedin,Brasil,Não informado,2026-02-19,https://br.linkedin.com/jobs/view/est%C3%A1gio-ti-at-locexpress-4375079064,,0.0,,estagio ti,4375079064,
Outros/TI Geral,Estágio,Estágio Tecnologia,Safra,gupy,"São Paulo, São Paulo",Presencial,2023-12-05,https://venhasersafra.gupy.io/job/eyJqb2JJZCI6NjE3NzEyMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,".NET, Angular, Excel, Inglês, SQL",0.0,,estagio tecnologia,6177121,"Com 180 anos de história, seguimos em expansão. Buscamos pessoas que sustentem o nosso legado nos negócios com visão orientada para uma constante evolução tecnológica. Aqui você vai encontrar muito mais do que excelentes benefícios em uma referência no mercado financeiro. Você fará parte de uma instituição que respira a cultura ESG, preza por um ambiente harmonioso, com pessoas acessíveis, e promove diversas iniciativas para o desenvolvimento de carreiras. Um time que joga junto e, acima de tudo"
Outros/TI Geral,Estágio,Estágio de Desenvolvimento de Software,Place Tecnologia e Inovação S.A.,linkedin,"Brasília, DF",Não informado,2026-07-17,https://br.linkedin.com/jobs/view/est%C3%A1gio-de-desenvolvimento-de-software-at-place-tecnologia-e-inova%C3%A7%C3%A3o-s-a-4441907222,,0.0,,estagio desenvolvimento,4441907222,
Outros/TI Geral,Júnior,Estágio de T.I,Tecnocomp Tecnologia e Serviços,linkedin,"São Bernardo do Campo, SP",Não informado,2026-07-28,https://br.linkedin.com/jobs/view/est%C3%A1gio-de-t-i-at-tecnocomp-tecnologia-e-servi%C3%A7os-4445430068,,0.0,,estagio ti,4445430068,
Outros/TI Geral,Estágio,"Estágio em Ciência da Computação, Sistemas de Informação, Engenharia de Software, Análise e Desenvolvimento de Sistemas, Engenhari - HDT ENERGY",Instituto Via de Acesso,linkedin,"Barueri, SP",Não informado,2026-06-29,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-ci%C3%AAncia-da-computa%C3%A7%C3%A3o-sistemas-de-informa%C3%A7%C3%A3o-engenharia-de-software-an%C3%A1lise-e-desenvolvimento-de-sistemas-engenhari-hdt-energy-at-instituto-via-de-acesso-4431550466,,0.0,,estagio tecnologia,4431550466,
Outros/TI Geral,Estágio,Estágio em Consultoria TI,FI GROUP,vagas,São Paulo / SP A empresa aceita candidaturas de São Paulo e cidades próximas,Não informado,03/07/2026,https://www.vagas.com.br/vagas/v2823911/estagio-em-consultoria-ti,Excel,0.0,,estagio desenvolvimento,2823911,"Descrição: Principais atividades: Auxiliar na elaboração de controle de informações dos clientes;Estudar conteúdos disponibilizados nos canais da empresa sobre os produtos trabalhados, objetivando o desenvolvimento e evolução de conhecimento;Operacionalizar dados em planilhas de Excel;Seguir as diretrizes referentes as normas da empresa;Requisitos: Graduação em andamento: engenharia da computaç..."
Outros/TI Geral,Estágio,Estágio em Consultoria TI,FI Group,linkedin,"São Paulo, SP",Não informado,2026-07-08,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-consultoria-ti-at-fi-group-4445840163,,0.0,,estagio ti,4445840163,
Outros/TI Geral,Estágio,Estágio em Desenvolvimento - Vaga Híbrida (Recife),Kurier,linkedin,"Recife, PE",Não informado,2026-06-09,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-desenvolvimento-vaga-h%C3%ADbrida-recife-at-kurier-4425951450,,0.0,,estagio desenvolvimento,4425951450,
Outros/TI Geral,Estágio,Estágio em Desenvolvimento de Software,Nelogica,gupy,"Porto Alegre, Rio Grande do Sul",Presencial,2024-07-08,https://nelogica.gupy.io/job/eyJqb2JJZCI6NzQzMzIwMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,,0.0,,estagio desenvolvimento,7433203,"Aqui na Nelogica, desenvolvemos tecnologias e pessoas de alta performance com o propósito de transformar o futuro do mercado financeiro! 🚀💚💙Você tem sede de desafios e está a fim de fazer parte de um time que busca a excelência, impactando diretamente milhares de usuários?Estamos sempre com posições abertas nas mais diversas frentes de atuação, para desenvolvedores apaixonados por transformar inteligência em código, além de termos muitas oportunidades legais para você iniciar sua carreira aqui d"
Outros/TI Geral,Estágio,Estágio em Desenvolvimento de Software,HStern,vagas,Rio de Janeiro / RJ A empresa aceita candidaturas de Rio de Janeiro e cidades próximas,Não informado,10/07/2026,https://www.vagas.com.br/vagas/v2824880/estagio-em-desenvolvimento-de-software,,0.0,,estagio desenvolvimento,2824880,"Descrição: Estágio em Desenvolvimento de Software | HStern Descrição: Na HStern, a tecnologia é parte Buscamos um(a) estagiário(a) apaixonado(a) por desenvolvimento de software para fazer parte do nosso time.Se você quer aprender com profissionais experientes, participar do ciclo completo de desenvolvimento Descrição da Vaga O estagiário de"
Outros/TI Geral,Estágio,Estágio em Desenvolvimento de Software,Universia Brasil,linkedin,"São Paulo, SP",Não informado,2026-07-20,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-desenvolvimento-de-software-at-universia-brasil-4442761929,,0.0,,estagio desenvolvimento,4442761929,
Outros/TI Geral,Estágio,Estágio em Desenvolvimento de Software,4mti,linkedin,Belo Horizonte e Região,Não informado,2026-06-12,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-desenvolvimento-de-software-at-4mti-4426906462,,0.0,,estagio desenvolvimento,4426906462,
Outros/TI Geral,Estágio,Estágio em Desenvolvimento de Software,Thales,linkedin,"Barueri, SP",Não informado,2026-07-25,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-desenvolvimento-de-software-at-thales-4436906420,,0.0,,estagio desenvolvimento,4436906420,
Outros/TI Geral,Estágio,Estágio em Desenvolvimento de Software,Liferay,linkedin,"Recife, PE",Não informado,2026-07-28,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-desenvolvimento-de-software-at-liferay-4445771966,,0.0,,estagio desenvolvimento,4445771966,
Outros/TI Geral,Estágio,Estágio em Desenvolvimento de Software (IA/NLP),SiDi,gupy,"Campinas, São Paulo",Presencial,2026-07-08,https://sidi.gupy.io/job/eyJqb2JJZCI6MTE2MDM1MTUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"Git, Inglês, Inteligência Artificial, JavaScript, Machine Learning, Metodologias Ágeis, Python, Redes/TCP-IP, TypeScript",0.0,,estagio desenvolvimento,11603515,"Buscamos um profissional com conhecimento em Desenvolvimento de Software para integrar nosso time e nos ajudar no desenvolvimento de soluções para os nossos clientes, como assistente virtual e tradução embarcada. Você terá a oportunidade de ter interface com times do exterior.Responsabilidades e atribuiçõesProjetar, implementar e manter soluções de software seguras e escaláveis, baseadas em IA e nas tecnologias dos nossos clientes;Identificar e analisar requisitos propostos pelo cliente; Escreve"
Outros/TI Geral,Estágio,Estágio em Desenvolvimento de Software - Foco em Visão Computacional,Apollo Solutions Dev,linkedin,"Campinas, SP",Não informado,2026-07-27,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-desenvolvimento-de-software-foco-em-vis%C3%A3o-computacional-at-apollo-solutions-dev-4442893345,,0.0,,estagio desenvolvimento,4442893345,
Outros/TI Geral,Estágio,Estágio em Desenvolvimento de Software - Processamento de Fala,SiDi,gupy,"Campinas, São Paulo",Presencial,2026-07-02,https://sidi.gupy.io/job/eyJqb2JJZCI6MTE1NzkzNjcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"Inglês, Machine Learning, Python, Shell/Bash",0.0,,estagio desenvolvimento,11579367,"Buscamos um estagiário com interesse em Processamento de Fala para integrar nosso time e nos ajudar no desenvolvimento de soluções de voz.Se você tem o espírito criativo e inovador e quer trabalhar em um dos maiores institutos de ciência e tecnologia do Brasil essa é a sua chance! Venha conhecer o SiDi, e saiba mais sobre esta oportunidade. Estamos em busca de profissionais proativos, dinâmicos, comunicativos, e que gostem de trabalho em equipe, para fazerem parte do nosso time de #SiDiers.Respo"
Outros/TI Geral,Estágio,Estágio em Desenvolvimento | Desenvolvimento e Aplicações,QCA,gupy,"Recife, Pernambuco",Híbrido,2026-06-11,https://qca.gupy.io/job/eyJqb2JJZCI6MTE0NzUzMTIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"Playwright, Python",0.0,,estagio desenvolvimento,11475312,"Faça parte de um dos escritórios mais premiados do País! O QCA reúne a experiência de quem atua nos principais desafios de seus clientes e o dinamismo dos mais inovadores escritórios da atualidade, promovendo o contínuo desenvolvimento de suas equipes, aplicando o Direito como uma ferramenta de solução. Aqui, você combinará conhecimento técnico e experiência com um ambiente que estimula a criatividade e o uso das mais recentes tecnologias. Por Que Escolher Nosso Programa de Estágio QCA: ✔️ Iremo"
Outros/TI Geral,Estágio,Estágio em Governança de TI,SPC Brasil,gupy,"São Paulo, São Paulo",Híbrido,2026-07-16,https://spcbrasil.gupy.io/job/eyJqb2JJZCI6MTE2MTY0OTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"Excel, ITIL, Power BI",0.0,,estagio ti,11616493,"Sobre Nós:O SPC Brasil é uma organização de Gestão e Inteligência de Dados, oferecemos soluções a consumidores e empresários com o objetivo de facilitar a realização de negócios por meio de dados inteligentes e tecnologia.O nosso objetivo é não apenas ser o maior banco de dados da América Latina, mas a principal plataforma integradora de informação e inteligência de dados, capaz de impulsionar e transformar toda a economia e a sociedade.Priorizamos a inclusão de pessoas em nossos times, buscamos"
Outros/TI Geral,Estágio,"Estágio em Sistemas de Informação, Análise e Desenvolvimento de Sistemas (ADS), Ciência da Computação - INGRAM BRASIL",Instituto Via de Acesso,linkedin,"São Paulo, SP",Não informado,2026-07-24,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-sistemas-de-informa%C3%A7%C3%A3o-an%C3%A1lise-e-desenvolvimento-de-sistemas-ads-ci%C3%AAncia-da-computa%C3%A7%C3%A3o-ingram-brasil-at-instituto-via-de-acesso-4441848509,,0.0,,estagio desenvolvimento,4441848509,
Outros/TI Geral,Estágio,Estágio em T.I (Desenvolvimento de Sistemas),Tilibra,linkedin,"Bauru, SP",Não informado,2026-07-24,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-t-i-desenvolvimento-de-sistemas-at-tilibra-4444392719,,0.0,,estagio desenvolvimento,4444392719,
Outros/TI Geral,Estágio,Estágio em TI,Olinda Distribuidora,linkedin,Brasil,Não informado,2026-04-03,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-ti-at-olinda-distribuidora-4396015018,,0.0,,estagio ti,4396015018,
Outros/TI Geral,Estágio,Estágio em TI,BR PARTNERS,linkedin,"Itajaí, SC",Não informado,2026-07-31,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-ti-at-br-partners-4447226909,,0.0,,estagio ti,4447226909,
Outros/TI Geral,Estágio,Estágio em TI,QUALIFICAR TI,linkedin,"Brasília, DF",Não informado,2026-06-20,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-ti-at-qualificar-ti-4431166338,,0.0,,estagio ti,4431166338,
Outros/TI Geral,Estágio,Estágio em TI,Olinda Fine Art,linkedin,"Benevides, PA",Não informado,2026-08-01,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-ti-at-olinda-fine-art-4445564801,,0.0,,estagio ti,4445564801,
Outros/TI Geral,Estágio,Estágio em TI - CAD,Rede Damas Educacional,gupy,"Recife, Pernambuco",Presencial,2026-07-02,https://rededamas.gupy.io/job/eyJqb2JJZCI6MTE1NzQ4MDgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,Hardware,0.0,,estagio ti,11574808,"Em consonância com o carisma institucional, herdado pela fundadora da Rede Damas, Me. Agathe Verhelle, o profissional irá desenvolver atividades junto ao time de Tecnologia da Informação, onde através de ações conjuntas e participativas, contribuirá para uma sociedade ética e fraterna.Responsabilidades e atribuiçõesAtuação em infraestrutura; Atendimento aos usuários; Manutenção e reparo de hardware; Atualização e backup de sistemas. Requisitos e qualificaçõesCursando superior em cursos de tecnol"
Outros/TI Geral,Estágio,Estágio em TI | São Paulo,ONErpm,linkedin,"São Paulo, SP",Não informado,2026-07-30,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-ti-s%C3%A3o-paulo-at-onerpm-4447018470,,0.0,,estagio ti,4447018470,
Outros/TI Geral,Estágio,Estágio em TI.,Pratika Facilities,linkedin,"Ribeirão Preto, SP",Não informado,2026-07-14,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-ti-at-pratika-facilities-4439916620,,0.0,,estagio desenvolvimento,4439916620,
Outros/TI Geral,Estágio,Estágio em Tecnologia,Positivo Tecnologia,gupy,"São Paulo, São Paulo",Híbrido,2026-07-28,https://positivotecnologia.gupy.io/job/eyJqb2JJZCI6MTE4NDcwMDgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,,0.0,,estagio tecnologia,11847008,"Por que fazer parte do #PosiTime?Acreditamos que a tecnologia existe para impulsionar vidas, por isso, todos os dias construímos novas soluções que tornam a vida das pessoas melhor e mais inteligente! Ágeis, vibrantes, ousados, inovadores, diversos, conectados, dinâmicos, empreendedores e resilientes: mais que uma equipe, somos o #PosiTime.Se você se identifica com o nosso propósito, e procura um lugar para crescer e somar, te esperamos de braços abertos!Responsabilidades e atribuiçõesApoiar na "
Outros/TI Geral,Estágio,Estágio em Tecnologia da Informação,Delfos,linkedin,"Fortaleza, CE",Não informado,2026-07-14,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-tecnologia-da-informa%C3%A7%C3%A3o-at-delfos-energy-4440364546,,0.0,,estagio ti,4440364546,
Outros/TI Geral,Estágio,Estágio em desenvolvimento de sistema,SHOPPING JURIDICO,gupy,"Vila Velha, Espírito Santo",Presencial,2026-07-28,https://vaga-ja.com/vagas/shopping-juridico/shopping-juridico-estagio-em-desenvolvimento-de-sistema?jobBoardSource=gupy_portal,Inteligência Artificial,0.0,,estagio desenvolvimento,1000013060,"Sobre a SHOPPING JURIDICO A SHOPPING JURIDICO atua em projetos voltados à modernização e otimização da gestão em escritórios de advocacia, apoiando a adoção de soluções tecnológicas, automação de processos e uso de ferramentas digitais com foco em eficiência, organização e inovação. Sobre a vaga Estamos em busca de um(a) estagiário(a) com perfil analítico, interesse por inovação e disposição para aprender, para atuar em iniciativas de consultoria voltadas à transformação da gestão jurídica. A pe"
Outros/TI Geral,Estágio,Estágio no Desenvolvimento Delphi,Intersolid Software,linkedin,Brasil,Não informado,2026-08-01,https://br.linkedin.com/jobs/view/est%C3%A1gio-no-desenvolvimento-delphi-at-intersolid-software-4445569240,,0.0,,estagio desenvolvimento,4445569240,
Outros/TI Geral,Estágio,"Estágio | Diretoria de Pesquisa, Desenvolvimento e Inovação (IP Facens)",UniFacens,gupy,"Sorocaba, São Paulo",Presencial,2026-07-02,https://facens.gupy.io/job/eyJqb2JJZCI6MTE1Nzg3NzQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,Excel,0.0,,estagio desenvolvimento,11578774,"﻿Você é uma pessoa organizada, curiosa e interessada em pesquisa, inovação e empreendedorismo? Quer vivenciar o ambiente de desenvolvimento de projetos tecnológicos e contribuir para iniciativas que aproximam universidade, empresas e sociedade?Então essa oportunidade pode ser para você!Buscamos um(a) estagiário(a) para apoiar a Diretoria de Pesquisa, Desenvolvimento e Inovação (IP Facens), atuando no suporte às atividades administrativas, operacionais e estratégicas relacionadas aos projetos de "
Outros/TI Geral,Estágio,Estágio – TI – Cachoeirinha – RS,BuscarVagas - Empregos Brasil,linkedin,"Cachoeirinha, RS",Não informado,2026-05-08,https://br.linkedin.com/jobs/view/est%C3%A1gio-%E2%80%93-ti-%E2%80%93-cachoeirinha-%E2%80%93-rs-at-buscarvagas-empregos-brasil-4410100027,,0.0,,estagio ti,4410100027,
Outros/TI Geral,Estágio,Estágio – Tecnologia da Informação – Porto Alegre – RS,BuscarVagas - Empregos Brasil,linkedin,"Porto Alegre, RS",Não informado,2026-04-20,https://br.linkedin.com/jobs/view/est%C3%A1gio-%E2%80%93-tecnologia-da-informa%C3%A7%C3%A3o-%E2%80%93-porto-alegre-%E2%80%93-rs-at-buscarvagas-empregos-brasil-4401605548,,0.0,,estagio ti,4401605548,
Outros/TI Geral,Júnior,Implantador de Sistema Fiscal Júnior,Jobbol,linkedin,"São José dos Pinhais, PR",Não informado,2026-07-08,https://br.linkedin.com/jobs/view/implantador-de-sistema-fiscal-j%C3%BAnior-at-jobbol-4438127530,,0.0,,analista de sistemas junior,4438127530,
Outros/TI Geral,Estágio,JARAGUÁ DO SUL E GUARAMIRIM - PROGRAMA DE ESTÁGIO 2026.2 [ENGENHARIA E TECNOLOGIA DA INFORMAÇÃO],WEG - Estágio,gupy,"Jaraguá do Sul, Santa Catarina",Presencial,2026-05-28,https://wegestagio.gupy.io/job/eyJqb2JJZCI6MTEzODI4OTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,Inglês,0.0,,estagio tecnologia,11382891,"Desafiar o estudante a colocar em prática os conhecimentos adquiridos, vivenciando a realidade de uma grande empresa e consolidando a sua formação: este é o objetivo do Programa de Estágio WEG 2026-2!O programa poderá ser realizado em 8h diárias (40h semanais) ou em 6h diárias (30h semanais) e deverá ser caracterizado pela Instituição de ensino como estágio obrigatório ou não obrigatório. É a Instituição de Ensino que define o tipo do estágio e a carga horária que o aluno poderá fazer.Responsabi"
Outros/TI Geral,Júnior,Jr Software Engineer,Telepatia,linkedin,"São Paulo, SP",Não informado,2026-07-23,https://br.linkedin.com/jobs/view/jr-software-engineer-at-telepatia-4444264003,,0.0,,desenvolvedor junior,4444264003,
Outros/TI Geral,Júnior,Jr. Software Developer Pl,Lenovo,linkedin,"Indaiatuba, SP",Não informado,2026-08-01,https://br.linkedin.com/jobs/view/jr-software-developer-pl-at-lenovo-4438921279,,0.0,,desenvolvedor junior,4438921279,
Outros/TI Geral,Júnior,Junior Software Engineer - QuantumBlack Studio,"QuantumBlack, AI by McKinsey",linkedin,"São Paulo, SP",Não informado,2026-07-31,https://br.linkedin.com/jobs/view/junior-software-engineer-quantumblack-studio-at-quantumblack-ai-by-mckinsey-4400653241,,0.0,,desenvolvedor jr,4400653241,
Outros/TI Geral,Júnior,Junior Software Engineer with Accounting Experience (Brazil),Sezzle,linkedin,Brasil,Não informado,2026-07-18,https://br.linkedin.com/jobs/view/junior-software-engineer-with-accounting-experience-brazil-at-sezzle-4339362342,,0.0,,desenvolvedor junior,4339362342,
Outros/TI Geral,Júnior,"Junior Software Engineer — Remote, Brazil",MixRank,linkedin,Brasil,Não informado,2026-05-17,https://br.linkedin.com/jobs/view/junior-software-engineer-%E2%80%94-remote-brazil-at-mixrank-4415454307,,0.0,,desenvolvedor junior,4415454307,
Outros/TI Geral,Estágio,LINHARES - PROGRAMA DE ESTÁGIO 2026.2 [ENGENHARIA E TECNOLOGIA DA INFORMAÇÃO],WEG - Estágio,gupy,"Linhares, Espírito Santo",Presencial,2026-07-22,https://wegestagio.gupy.io/job/eyJqb2JJZCI6MTE3NDYyMzQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,Inglês,0.0,,estagio tecnologia,11746234,"Desafiar o estudante a colocar em prática os conhecimentos adquiridos, vivenciando a realidade de uma grande empresa e consolidando a sua formação: este é o objetivo do Programa de Estágio WEG 2026-2!O programa poderá ser realizado em 8h diárias (40h semanais) ou em 6h diárias (30h semanais) e deverá ser caracterizado pela Instituição de ensino como estágio obrigatório ou não obrigatório. É a Instituição de Ensino que define o tipo do estágio e a carga horária que o aluno poderá fazer.Responsabi"
Outros/TI Geral,Estágio,Oportunidades de Estágio em Tecnologia da Informação - Seropédica/RJ | Aegea,Aegea Saneamento,gupy,"Rio de Janeiro, Rio de Janeiro",Presencial,2026-07-23,https://aegea.gupy.io/job/eyJqb2JJZCI6MTE3NjM0MDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,Excel,0.0,,estagio tecnologia,11763401,"A AegeaCriada em 2010, a Aegea é líder no setor privado de saneamento básico no Brasil. Em cada município onde atua, leva mais saúde e qualidade de vida para a população, respeitando sempre o meio ambiente e a cultura local.Programa Respeito dá o TomO programa nasceu com a meta de espelhar a demografia da população brasileira no quadro de funcionários da empresa. Em 2022 a Aegea emitiu um título sustentável atrelado a metas que incluem alcançar 45% de mulheres e 27% de negros em cargos de lidera"
Outros/TI Geral,Júnior,PESSOA ANALISTA DE SISTEMAS JÚNIOR - FOCO EM OPERAÇÃO E SUSTENTAÇÃO,YDUQS,linkedin,Brasil,Não informado,2026-07-16,https://br.linkedin.com/jobs/view/pessoa-analista-de-sistemas-j%C3%BAnior-foco-em-opera%C3%A7%C3%A3o-e-sustenta%C3%A7%C3%A3o-at-yduqs-4438763084,,0.0,,analista de sistemas junior,4438763084,
Outros/TI Geral,Júnior,PROGRAMADOR DE TRAFEGO JUNIOR,S.Magalhães & Essemaga,linkedin,"Santos, SP",Não informado,2026-07-30,https://br.linkedin.com/jobs/view/programador-de-trafego-junior-at-s-magalh%C3%A3es-essemaga-4447044244,,0.0,,programador junior,4447044244,
Outros/TI Geral,Estágio,Pessoa Desenvolvedora de Software - Banco de Talentos - Estágio (Modelo Híbrido),dti digital,linkedin,"Belo Horizonte, MG",Não informado,2025-11-06,https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-de-software-banco-de-talentos-est%C3%A1gio-modelo-h%C3%ADbrido-at-dti-digital-4324686829,,0.0,,estagio tecnologia,4324686829,
Outros/TI Geral,Estágio,Pessoa Desenvolvedora de Software - Foco em IA - Estágio (Modelo Híbrido),dti digital,linkedin,"Belo Horizonte, MG",Não informado,2026-07-01,https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-de-software-foco-em-ia-est%C3%A1gio-modelo-h%C3%ADbrido-at-dti-digital-4434675065,Inteligência Artificial,0.0,,estagio tecnologia,4434675065,
