area,seniority,title,company,source,location,workplace_type,published_date,url,skills,area_score,area_matches,search_term,external_id,description
Backend,Júnior,11536005 Analista de Banco de Dados Júnior - Python,Quality Digital,gupy,"São Paulo, São Paulo",Híbrido,2026-06-26,https://qualitydigital.gupy.io/job/eyJqb2JJZCI6MTE1MzYwMDUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"Excel, Machine Learning, Python, SQL",6.0,"banco de dados(t), python(t)",analista de dados junior,11536005,"Nós somos a Quality Digital! Saiba mais sobre a gente:Uma frase que nos define - Somos especialistas em soluções de TI e apaixonados por inovação! 🚀Ao infinito e além - Somos #semfronteiras. Nosso time está espalhado pelo Brasil e pelo mundo 🌎Nossa cultura - Mesmo distantes, estamos juntos 🧡 Temos cerimônias para estarmos mais próximos, compartilhar conhecimento e ficar por dentro das novidades da nossa empresa!Somos diversos - Um dos nossos compromissos é fazer da companhia um ambiente cada vez"
Backend,Júnior,ANALISTA DE PRODUTIVIDADE JÚNIOR (DESENVOLVEDOR),positiveco,gupy,"Fortaleza, Ceará",Presencial,2026-07-13,https://positiveco.gupy.io/job/eyJqb2JJZCI6MTE2MTU5NTQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"API REST, CSS, FastAPI, Git, HTML, Inteligência Artificial, Node.js, PostgreSQL, Python, SQL, Tailwind, TypeScript",11.0,"banco de dados, postgresql, back end, fastapi, python, apis, rest, node",desenvolvedor junior,11615954,"Nós da Positive Company criamos marcas e produtos a base de plantas e pensados para criar um impacto positivo não só nas categorias que atuamos mas também no planeta.Somamos nossa liderança de mercado na categoria de alimentos de origem vegetal à estrutura, força de venda e capacidade de distribuição do Grupo 3corações para que mais pessoas tenham acesso aos nossos produtos em todo o Brasil. Se você é autêntico(a), acredita em valores como verdade e ética e quer transformar o mundo em um lugar m"
Backend,Júnior,ANALISTA PROGRAMADOR JUNIOR,SPDM/PAIS,gupy,"São Paulo, São Paulo",Presencial,2026-07-02,https://spdmpais.gupy.io/job/eyJqb2JJZCI6MTE1NzYwNzcsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"C, C#, CSS, HTML, Inglês, JavaScript, LGPD, Oracle, SQL, SQL Server",3.0,"banco de dados, oracle, c#",programador junior,11576077,"A SPDM - Associação Paulista para o Desenvolvimento da Medicina é uma Associação civil sem fins lucrativos, de natureza filantrópica, reconhecida de utilidade pública federal, estadual e no município de sua sede, respectivamente pelos decretos nos. 57.925, de 04/03/1966, 40.103 de 17/05/1962 e 8.911, de 30/07/1970.A Instituição atua nos âmbitos federal, estadual e municipal, em harmonia com suas políticas de saúde e de educação, e também como organização social habilitada em vários estados, na g"
Backend,Júnior,Analista de Sistemas Júnior,Techne,gupy,Brasil,Remoto,2026-06-26,https://techne.gupy.io/job/eyJqb2JJZCI6MTE1MzYwNTEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"API REST, Git, Inteligência Artificial, Node.js",7.0,"back end, apis, rest, node",analista de sistemas junior,11536051,"Buscamos um(a) Analista de Sistemas Júnior para atuar no desenvolvimento e evolução das plataformas de chatbot e inteligência artificial da empresa. É uma oportunidade para quem quer trabalhar com sistemas reais, integrações e APIs desde o início da jornada, com forte exposição técnica e aprendizado contínuo.Você fará parte de um time que constrói soluções que impactam diretamente a experiência de alunos, professores e equipes administrativas, contribuindo para sistemas que precisam ser robustos"
Backend,Júnior,Analista de Sistemas Júnior,Centro Universitário FEI,gupy,"São Bernardo do Campo, São Paulo",Presencial,2026-05-25,https://centrouniversitariofei.gupy.io/job/eyJqb2JJZCI6MTEzNTUzNTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,".NET, Inteligência Artificial, Oracle, SQL, SQL Server",3.0,"banco de dados, oracle, net",analista de sistemas junior,11355353,"Com mais de oito décadas de tradição, o Centro Universitário FEI, instituição católica jesuíta vinculada à Companhia de Jesus, destaca-se entre as instituições de Ensino Superior no Brasil nas áreas de Administração, Ciência da Computação, Ciência de Dados e Inteligência Artificial e Engenharia. Referência em gestão, inovação e tecnologia, a FEI já formou mais de 60 mil profissionais e tem como propósito proporcionar conhecimento aos seus alunos por todos os meios necessários, visando à construç"
Backend,Júnior,Analista de Sistemas Júnior (SAP / MES),4DF Connect,linkedin,"Joinville, SC",Não informado,2026-06-02,https://br.linkedin.com/jobs/view/analista-de-sistemas-j%C3%BAnior-sap-mes-at-4df-connect-4422454362,SAP,3.0,sap(t),analista de sistemas junior,4422454362,
Backend,Júnior,Analista de Sistemas Júnior | SAP Business One,Zummit,linkedin,"São José da Lapa, MG",Não informado,2026-07-14,https://br.linkedin.com/jobs/view/analista-de-sistemas-j%C3%BAnior-sap-business-one-at-zummit-4439884875,SAP,3.0,sap(t),analista de sistemas junior,4439884875,
Backend,Júnior,Banco de Talentos | Analista de Sistemas Júnior,domoinovacao,gupy,Brasil,Remoto,2026-04-08,https://domo.gupy.io/job/eyJqb2JJZCI6MTExMDU5MzQsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,".NET, C#, SQL, SQL Server",4.0,"banco de dados, apis, net, c#",analista de sistemas junior,11105934,"Somos o DOMOO hub de inovação e tecnologia de um dos maiores e mais consolidados bancos do Brasil: o Banco Mercantil. Criado para atuar como um núcleo de desenvolvimento de soluções conectadas com o novo e com as demandas do futuro.Somos intensos na busca por soluções e acreditamos que, para sermos inovadores, precisamos trabalhar em uma esfera profunda de ideias sem restrições.Aqui, boas ideias sempre têm espaço. Acreditamos na força da diversidade e no poder da inclusão para transformar realid"
Backend,Estágio,Banco de Talentos | Estágio em desenvolvimento de Software - Porto Alegre / 2026,Instituto de Pesquisas ELDORADO,gupy,"Porto Alegre, Rio Grande do Sul",Híbrido,2026-05-22,https://institutoeldorado.gupy.io/job/eyJqb2JJZCI6MTEzNDM4MzUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"C#, Git, Java, JavaScript, Metodologias Ágeis, Python, Scrum, UX/UI",4.0,"banco de dados, python, java, c#",estagio desenvolvimento,11343835,"PcDs são sempre bem-vindas.Buscamos pessoas apaixonadas por tecnologia. Alguém que se motive por desafios e atue com autonomia. Precisa gostar de trabalhar em equipe e possuir espírito colaborativo.Responsabilidades e atribuiçõesComo estagiário(a) na área de Tecnologia, você poderá atuar em diferentes frentes, como:Apoio no desenvolvimento e manutenção de sistemas e aplicações;Suporte à equipe em projetos de tecnologia (software, dados, infraestrutura etc.);Auxílio na análise e levantamento de r"
Backend,Júnior,DESENVOLVEDOR BACKEND JÚNIOR - SUSTENTAÇÃO E SUPORTE TÉCNICO,Kora CRM,programathor,,Remoto,,https://programathor.com.br/jobs/33676-desenvolvedor-backend-junior-sustentacao-e-suporte-tecnico,"Node.js, PostgreSQL, SQL",14.0,"postgresql, backend(t), node",Júnior,33676,"Tecnologias: API, Node.js, SQL, PostgreSQL. Contrato: PJ. Empresa: Startup. Faixa salarial: Até R$4.000."
Backend,Júnior,Desenvolvedor Back-end Júnior,Housi,linkedin,Brasil,Não informado,2026-07-07,https://br.linkedin.com/jobs/view/desenvolvedor-back-end-j%C3%BAnior-at-housi-4436834474,,24.0,"desenvolvedor back(t), back end(t)",desenvolvedor junior,4436834474,
Backend,Júnior,Desenvolvedor BackEnd Java Jr,VENHA SER #SANGUELARANJA 🧡🚀,gupy,"São Paulo, São Paulo",Remoto,2023-08-31,https://fcamara.gupy.io/job/eyJqb2JJZCI6NTM2NDQwNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,Java,23.0,"desenvolvedor back, back end, backend(t), java(t)",desenvolvedor jr,5364404,"A FCamara está em busca de um(a) Desenvolvedor Back-End Java JR, para atuar em parceria com o maior Banco de Investimentos da América Latina, especializado em capital de investimento, de risco, além de gerenciamento de patrimônio e ativos globais."
Backend,Júnior,Desenvolvedor Backend Junior,Digisystem,linkedin,Brasil,Não informado,2026-07-14,https://br.linkedin.com/jobs/view/desenvolvedor-backend-junior-at-digisystem-it-solutions-4440365507,,12.0,backend(t),desenvolvedor junior,4440365507,
Backend,Júnior,Desenvolvedor JR,Grupo ITG,gupy,"São Paulo, São Paulo",Híbrido,2026-06-29,https://grupoitg.gupy.io/job/eyJqb2JJZCI6MTE1NTc3NzIsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,".NET, Azure, C#, Metodologias Ágeis, SQL, Windows",3.0,"apis, net, c#",desenvolvedor jr,11557772,"🌎 Quem nós somosPioneiro na distribuição de software de Analytics no Brasil, O Grupo ITG nasceu há mais de 35 anos e hoje é formado por empresas focadas na entrega de soluções analíticas completas para as mais diversas indústrias e necessidades corporativas.🚀 O que buscamosBuscamos um profissional engajado e motivado por obter novos aprendizados. Que tenha conhecimento das ferramentas atuais e que revolucionam o mercado.Responsabilidades e atribuições📌 Dia a diaDesenvolvimento de APIs;Sustentaçã"
Backend,Júnior,Desenvolvedor Java Junior,4DF Connect,linkedin,"São Paulo, SP",Não informado,2026-07-22,https://br.linkedin.com/jobs/view/desenvolvedor-java-junior-at-4df-connect-4444238002,Java,3.0,java(t),desenvolvedor junior,4444238002,
Backend,Júnior,Desenvolvedor Java Junior,Global TI Tecnologia em Negócios,linkedin,"São Paulo, SP",Não informado,2026-07-01,https://br.linkedin.com/jobs/view/desenvolvedor-java-junior-at-global-ti-4434377820,Java,3.0,java(t),desenvolvedor junior,4434377820,
Backend,Júnior,Desenvolvedor Java Júnior,Grupo Pernambucanas,linkedin,"São Paulo, SP",Não informado,2026-07-24,https://br.linkedin.com/jobs/view/desenvolvedor-java-j%C3%BAnior-at-grupo-pernambucanas-4444051350,Java,3.0,java(t),desenvolvedor junior,4444051350,
Backend,Júnior,Desenvolvedor Java/Angular Jr,Cognizant,vagas,São Paulo / SP A empresa aceita candidaturas de São Paulo e cidades próximas,Não informado,23/07/2026,https://www.vagas.com.br/vagas/v2827052/desenvolvedor-java-angular-jr,"Angular, GCP, Java, Metodologias Ágeis, Scrum, Spring",8.0,"spring boot, backend, java(t)",desenvolvedor junior,2827052,"Descrição: Resumo da VagaComo Desenvolvedor(a) de Software Júnior , você dará suporte ao desenvolvimento de aplicações de backend e frontend utilizando Java, Spring Boot e Angular, atuando sob supervisão técnica Google Cloud Platform (GCP).Familiaridade com metodologias ágeis (Scrum).ResponsabilidadesSustentação e Suporte Mockito) e participaçã..."
Backend,Júnior,Desenvolvedor Júnior,PES SEM DOR LTDA,gupy,"São Paulo, São Paulo",Presencial,2026-06-25,https://pessemdor.gupy.io/job/eyJqb2JJZCI6MTE1NDU0MjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"API REST, AWS, CSS, Docker, Git, HTML, JavaScript, Laravel, Linux, MySQL, PHP, POO, PostgreSQL, SQL, Testes Automatizados",5.0,"postgresql, laravel, mysql, apis, php",desenvolvedor junior,11545426,"A Pés Sem Dor é uma empresa especializada em soluções personalizadas para dores nos pés, tornozelos e joelhos. Com mais de 16 anos de experiência, atuamos com tecnologia, avaliação especializada e produtos sob medida, como palmilhas e calçados personalizados, ajudando milhares de pessoas a terem mais conforto, mobilidade e qualidade de vida.Nossa missão é oferecer um atendimento humanizado, técnico e eficiente, identificando a origem das dores e propondo soluções que realmente façam diferença no"
Backend,Júnior,Desenvolvedor Júnior - 153315,Agenda Assessoria,gupy,"Cuiabá, Mato Grosso",Presencial,2026-07-24,https://agendaassessoria.gupy.io/job/eyJqb2JJZCI6MTE3ODM0MDgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"API REST, C#, Git, Metodologias Ágeis, Oracle, PostgreSQL, SQL, SQL Server",5.0,"banco de dados, postgresql, oracle, apis, c#",desenvolvedor junior,11783408,"Na Agenda Assessoria, acreditamos que cada talento é fundamental para transformar o futuro da previdência. Nossa missão é oferecer soluções inteligentes, inovadoras e humanas para servidores públicos e instituições, sempre pautados pela excelência, transparência e compromisso com resultados.Estamos em busca de um(a) Desenvolvedor Júnior para integrar nosso time e contribuir diretamente para a geração de insights estratégicos, otimização de processos e apoio à tomada de decisão baseada em dados. "
Backend,Júnior,Desenvolvedor Node.JS Júnior | Cobrança (Remoto),Beyond Soluções,linkedin,"São Paulo, SP",Não informado,2026-06-27,https://br.linkedin.com/jobs/view/desenvolvedor-node-js-j%C3%BAnior-cobran%C3%A7a-remoto-at-beyond-solu%C3%A7%C3%B5es-4433419933,Node.js,3.0,node(t),desenvolvedor junior,4433419933,
Backend,Júnior,Desenvolvedor PHP / Vue Júnior,Jobbol,linkedin,"Vitória, ES",Não informado,2026-07-23,https://br.linkedin.com/jobs/view/desenvolvedor-php-vue-j%C3%BAnior-at-jobbol-4444726131,"PHP, Vue",3.0,php(t),programador junior,4444726131,
Backend,Júnior,Desenvolvedor Python JR - Remoto,Solutis Tecnologias,linkedin,Brasil,Não informado,2026-07-27,https://br.linkedin.com/jobs/view/desenvolvedor-python-jr-remoto-at-solutis-tecnologias-4446104409,Python,3.0,python(t),desenvolvedor jr,4446104409,
Backend,Júnior,Desenvolvedor Python Jr,Delfos,linkedin,"Fortaleza, CE",Não informado,2026-07-25,https://br.linkedin.com/jobs/view/desenvolvedor-python-jr-at-delfos-energy-4445285024,Python,3.0,python(t),desenvolvedor jr,4445285024,
Backend,Júnior,Desenvolvedor Web JR - Backend (PHP),Contato Seguro | Canal de Denúncias,linkedin,Porto Alegre e Região,Não informado,2026-07-16,https://br.linkedin.com/jobs/view/desenvolvedor-web-jr-backend-php-at-contato-seguro-canal-de-den%C3%BAncias-4441410191,PHP,15.0,"backend(t), php(t)",desenvolvedor junior,4441410191,
Backend,Júnior,Desenvolvedor de Sistema Junior,Minsait an Indra Company,gupy,"Barueri, São Paulo",Híbrido,2026-07-31,https://minsait.gupy.io/job/eyJqb2JJZCI6MTE2MTc1MjUsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"API REST, CSS, Git, HTML, Java, JavaScript, Metodologias Ágeis, POO, SQL",11.0,"back end, back-end, apis, rest, java",desenvolvedor junior,11617525,"Transforme o futuro com a MinsaitNa Minsait, acreditamos na tecnologia como força para transformar realidades e gerar impacto positivo. Desenvolvemos soluções que conectam inovação, eficiência e progresso em setores essenciais como administração pública, telecomunicações & mídia, energia & utilities, indústria & consumo, saúde e finanças.Aqui, você encontra um ambiente que valoriza a autonomia, a colaboração e o crescimento contínuo, com projetos desafiadores e oportunidades reais de desenvolvim"
Backend,Júnior,Desenvolvedor(a) Back End JR (Curitiba-PR),AGROTIS,gupy,"Curitiba, Paraná",Presencial,2026-07-22,https://agrotis.gupy.io/job/eyJqb2JJZCI6MTE3NDcwMDAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"API REST, Angular, Docker, Git, JUnit, Java, JavaScript, Metodologias Ágeis, Microserviços, React, SQL, Spring",22.0,"microsservicos, spring boot, back end(t), back-end, spring, apis, rest, java",desenvolvedor jr,11747000,"O que adoraríamos ver em você:Você é apaixonado(a) por tecnologia e quer desenvolver sua carreira em um ambiente colaborativo e inovador? Gostaria de fazer parte de um time que cria soluções para impulsionar a transformação digital do agronegócio? Buscamos pessoas curiosas, com vontade de aprender, evoluir constantemente e contribuir para o desenvolvimento de produtos que fazem a diferença. Aqui você terá a oportunidade de compartilhar conhecimento e crescer ao lado de profissionais experientes "
Backend,Júnior,Desenvolvedor(a) Backend Javascript (Node.js) Jr,Omni Saúde,programathor,"São Paulo, São Paulo, Brasil",Híbrido,,https://programathor.com.br/jobs/31809-desenvolvedor-a-backend-javascript-node-js-jr,"Docker, JavaScript, Jest, Node.js, PostgreSQL, TypeScript",16.0,"postgresql, backend(t), node(t)",Júnior,31809,"Tecnologias: Node.js, TypeScript, JavaScript, Jest, PostgreSQL, Docker. Contrato: PJ. Empresa: Startup. Faixa salarial: Até R$8.000."
Backend,Júnior,Desenvolvedor(a) C# / SQL Júnior - São Paulo,Deloitte,linkedin,"São Paulo, SP",Não informado,2026-07-17,https://br.linkedin.com/jobs/view/desenvolvedor-a-c%23-sql-j%C3%BAnior-s%C3%A3o-paulo-at-deloitte-4433367872,"C#, SQL",3.0,c#(t),desenvolvedor junior,4433367872,
Backend,Júnior,Desenvolvedor(a) Java Jr (BH)- PJ,Crescer RH,programathor,Belo Horizonte,Híbrido,,https://programathor.com.br/jobs/33670-desenvolvedor-a-java-jr-bh-pj,"Java, JavaEE, Spring, Vue",4.0,"spring boot, java(t)",Júnior,33670,"Tecnologias: Java, JavaEE, Spring Boot, Vue.js. Contrato: PJ. Empresa: Pequena/média empresa. Faixa salarial: Até R$5.000."
Backend,Júnior,Desenvolvedor(a) PHP Júnior,TECHLEGAL SERVICOS DE DESENVOLVIMENTO DE SOFTWARE - ME,programathor,São Paulo,Híbrido,,https://programathor.com.br/jobs/33692-desenvolvedor-a-php-junior,"CodeIgniter, HTML, JavaScript, MySQL, PHP",4.0,"mysql, php(t)",Júnior,33692,"Tecnologias: API, CodeIgniter, HTML, JavaScript, MySQL, PHP. Contrato: PJ. Empresa: Startup. Faixa salarial: Até R$4.000."
Backend,Júnior,Desenvolvedor(a) de Software Júnior,Grupo TecnoSpeed,gupy,Brasil,Remoto,2026-07-13,https://grupotecnospeed.gupy.io/job/eyJqb2JJZCI6MTE2MjgxODYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"AWS, Git, Inglês, Metodologias Ágeis, MongoDB, Node.js, Oracle, PostgreSQL, Scrum, Testes Automatizados, TypeScript",5.0,"postgresql, mongodb, oracle, apis, node",desenvolvedor junior,11628186,"Na TecnoSpeed, o time de Desenvolvimento de Software tem como missão criar e evoluir aplicações de alta qualidade, sempre com foco em inovação e excelência técnica. 💻✨Se você gosta da área de desenvolvimento, é curioso(a) e quer crescer em uma empresa que valoriza as pessoas, incentiva o aprendizado e que facilita a vida dos desenvolvedores, aqui é o seu lugar! 🙌🌟 Acreditamos que diferentes jeitos de pensar e viver tornam nosso time mais forte. Por isso, queremos que você se sinta a vontade para"
Backend,Júnior,Desenvolvedor(a) de Software Júnior - Java,Capgemini,linkedin,"Recife, PE",Não informado,2026-07-20,https://br.linkedin.com/jobs/view/desenvolvedor-a-de-software-j%C3%BAnior-java-at-capgemini-4440178743,Java,3.0,java(t),desenvolvedor junior,4440178743,
Backend,Júnior,Engenheiro de Software Jr. (Java),PagBank,linkedin,"São Paulo, SP",Não informado,2026-07-21,https://br.linkedin.com/jobs/view/engenheiro-de-software-jr-java-at-pagbank-4442678966,Java,3.0,java(t),estagio tecnologia,4442678966,
Backend,Júnior,Engenheiro de Software Jr. (Node.js / React.js),UOL EdTech,linkedin,"São Paulo, SP",Não informado,2026-07-15,https://br.linkedin.com/jobs/view/engenheiro-de-software-jr-node-js-react-js-at-uol-edtech-4440272651,"Node.js, React",3.0,node(t),desenvolvedor junior,4440272651,
Backend,Estágio,Estágio Desenvolvedor C#,SKA Automação de Engenharias,linkedin,Brasil,Não informado,2026-04-15,https://br.linkedin.com/jobs/view/est%C3%A1gio-desenvolvedor-c%23-at-ska-automa%C3%A7%C3%A3o-de-engenharias-ltda-4402079697,C#,3.0,c#(t),estagio desenvolvimento,4402079697,
Backend,Estágio,Estágio TI,Confidencial430,gupy,"Osasco, São Paulo",Presencial,2026-02-06,https://paginaconfidencial430.gupy.io/job/eyJqb2JJZCI6MTA4MTk5MjAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"MySQL, PostgreSQL, Power BI, Python, SQL",4.0,"banco de dados, postgresql, python, mysql",estagio ti,10819920,"Estamos abrindo nossas portas para novos talentos! Temos 3 vagas de estágio disponíveis para atuar em frentes distintas da nossa área de Tecnologia e RPA.Buscamos pessoas que queiram aprender do zero, que sejam curiosas, questionadoras e, acima de tudo, centradas em suas entregas. Se você busca sua primeira oportunidade na área esta vaga é para você!Responsabilidades e atribuiçõesAo se candidatar, você poderá ser direcionado para uma destas 3 frentes, de acordo com seu perfil:1. Trilha de Dados "
Backend,Estágio,Estágio Tecnologia - Financeiro,Villares Metals,gupy,"Sumaré, São Paulo",Presencial,2026-07-31,https://villaresmetals.gupy.io/job/eyJqb2JJZCI6MTE4OTM2NDEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"Inglês, Metodologias Ágeis, Power BI, Python, SAP, UX/UI",3.0,"python, sap, c#",estagio tecnologia,11893641,"Quer ter em sua carreira a oportunidade de atuar na única siderúrgica de alta liga no hemisfério sul, que compete no mercado global e é reconhecida nacionalmente pelo alto know-how metalúrgico, aproveite a oportunidade. Venha fazer parte do nosso #TimedeAÇO.Responsabilidades e atribuiçõesEstruturação de dados, pastas e informações para aumentar a eficiência na busca de dados, utilizando ferramentas e metodologias ágeis;Responsável pela criação, estruturação, levantamento de requisitos, manutençã"
Backend,Estágio,Estágio em Desenvolvimento (Javascript/Python) - Remoto,Luby,linkedin,Brasil,Não informado,2026-06-23,https://br.linkedin.com/jobs/view/est%C3%A1gio-em-desenvolvimento-javascript-python-remoto-at-luby-4431293496,"JavaScript, Python",3.0,python(t),estagio desenvolvimento,4431293496,
Backend,Estágio,Estágio em Desenvolvimento C++/C#,SiDi,gupy,"Campinas, São Paulo",Presencial,2026-04-06,https://sidi.gupy.io/job/eyJqb2JJZCI6MTEwOTI1NjYsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,".NET, C#, C++, Git, POO, Python, Windows",5.0,"python, net, c#(t)",estagio desenvolvimento,11092566,"Estamos em busca de profissionais proativos, dinâmicos, comunicativos, e que gostem de trabalho em equipe, para fazerem parte do nosso time de #SiDiers. Temos uma nova oportunidade em aberto para Desenvolvedores de Software. Venha fazer parte desta equipe no desenvolvimento de projetos globais e inovadores para a plataforma Windows!Responsabilidades e atribuiçõesParticipar de todo o ciclo de desenvolvimento: avaliação de requisitos, arquitetura, codificação, verificação, manutenção;Realizar inve"
Backend,Júnior,Pessoa Desenvolvedora Backend Junior,Akross,gupy,Brasil,Remoto,2026-07-29,https://akross.gupy.io/job/eyJqb2JJZCI6MTE3NTk3OTgsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"API REST, AWS, Azure, CI/CD, GCP, Git, Go, Inteligência Artificial, Java, Microserviços, MongoDB, MySQL, PostgreSQL, Python, Redes/TCP-IP, Salesforce, Spring, Testes Automatizados",22.0,"microsservicos, postgresql, backend(t), mongodb, spring, python, golang, mysql, apis, rest, java",desenvolvedor junior,11759798,"A Akross é uma Tech Boutique que desenvolve e monetiza soluções para diversas empresas. Aqui você pode atuar em 4 frentes diferentes:Profit Place: Nosso Service Delivery Platform realiza gestão de serviços em todo seu ciclo de vida. Garantimos que as empresas oferecem assinaturas através de integração rápida e estruturação da jornada do cliente, em que todos os serviços integrados passam pela solução e possuem estratégia de rentabilização através de dashboards e time de Negócios focado em aument"
Backend,Júnior,Pessoa Desenvolvedora Backend Junior,Jobgether,linkedin,Brasil,Não informado,2026-07-30,https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-backend-junior-at-jobgether-4444517345,,12.0,backend(t),desenvolvedor junior,4444517345,
Backend,Júnior,Pessoa Desenvolvedora Backend Node JR,Bradesco,linkedin,"Osasco, SP",Não informado,2026-07-17,https://br.linkedin.com/jobs/view/pessoa-desenvolvedora-backend-node-jr-at-banco-bradesco-4442125680,Node.js,15.0,"backend(t), node(t)",desenvolvedor junior,4442125680,
Backend,Júnior,"Pessoa Desenvolvedora Júnior (Golang, Java, Python)",Neogrid Carreiras,gupy,Brasil,Remoto,2026-07-31,https://neogridcarreiras.gupy.io/job/eyJqb2JJZCI6MTE2NTE5OTMsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"C#, CI/CD, Git, Go, Java, JavaScript, Metodologias Ágeis, Oracle, PostgreSQL, Python, SQL, SQL Server, Scrum",12.0,"postgresql, python(t), golang(t), oracle, java(t), c#",desenvolvedor junior,11651993,"Quer fazer parte de um time que entrega com propósito? Há mais de 27 anos, a Neogrid é referência em tecnologia e inteligência de dados para o varejo, indústria e distribuição. Nossas soluções conectam toda a cadeia de consumo e abastecimento, permitindo que nossos clientes tomem decisões mais ágeis, inteligentes e rentáveis.Estamos em busca de pessoas com foco em evoluir continuamente, capazes de se guiar por métricas de negócios reais e acionáveis, e que nos ajudem a impactar o mundo do varejo"
Backend,Estágio,Pessoa Estagiária em Desenvolvimento Backend,Akross,gupy,Brasil,Remoto,2026-07-29,https://akross.gupy.io/job/eyJqb2JJZCI6MTE4MzA4MzAsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,"API REST, AWS, Azure, CI/CD, Docker, GCP, Git, Grafana, Inteligência Artificial, Java, Kafka, Microserviços, MongoDB, MySQL, POO, PostgreSQL, Python, Redes/TCP-IP, Redis, Salesforce, Spring, Testes Automatizados",26.0,"desenvolvimento de apis, microsservicos, spring boot, postgresql, backend(t), mongodb, spring, python, mysql, apis, rest, java",estagio desenvolvimento,11830830,"A Akross é uma Tech Boutique que desenvolve e monetiza soluções para diversas empresas. Aqui você pode atuar em 4 frentes diferentes:Profit Place: Nosso Service Delivery Platform realiza gestão de serviços em todo seu ciclo de vida. Garantimos que as empresas oferecem assinaturas através de integração rápida e estruturação da jornada do cliente, em que todos os serviços integrados passam pela solução e possuem estratégia de rentabilização através de dashboards e time de Negócios focado em aument"
Backend,Júnior,Pessoa desenvolvedora Web Júnior,Terras,gupy,"Belém, Pará",Remoto,2022-03-10,https://terras&15719&inactive.gupy.io/job/eyJqb2JJZCI6MTUyMjY4Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal,"Java, JavaScript, PHP, PostgreSQL, Python, React",5.0,"banco de dados, postgresql, python, java, php",desenvolvedor junior,1522683,"Se você procura uma empresa que possua um ambiente colaborativo, inovação constante, com grandes oportunidades e que tenha como propósito causar impacto positivo na sociedade, seu lugar é conosco!Nós desenvolvemos aplicações web e mobile, com as seguintes tecnologias / frameworks:PHP - CakePHP, LaravelNodeJs / ElixirJavascript - ReactJs, AngularBanco de dados: PostgreSQL / PostGIS / RealmAndroid: Java / KotlinGoogle Earth EngineAWS / GCPAqui você poderá aprender isso e muito mais, dependendo do "
Backend,Júnior,Programador C# - Junior,Benner,gupy,"Maringá, Paraná",Híbrido,2026-07-09,https://vemserbenner.gupy.io/job/eyJqb2JJZCI6MTE1NTA0ODEsInNvdXJjZSI6Imd1cHlfcG9ydGFsIn0=?jobBoardSource=gupy_portal,".NET, C#, SQL",5.0,"banco de dados, net, c#(t)",programador junior,11550481,"Somos a Benner, uma empresa líder nacional em sistemas e serviços de gestão para operadoras de saúde. Oferecemos soluções inovadoras para autogestões, cooperativas, medicina de grupo, seguradoras e instituições filantrópicas.Estamos em busca de Desenvolvedores talentosos para integrar nosso time e contribuir para o desenvolvimento de tecnologias que impactam positivamente o setor de saúde.Queremos pensar juntos para melhorar o que já existe e ir além. Aqui, você terá um novo desafio para aprende"
